Temperature,Humidity,CO2,Light Intensity,Harmful
38.33,49.08,517.85,9111.0,1
38.35,49.05,517.92,9111.0,1
38.31,49.07,518.19,9111.0,1
38.33,49.19,519.12,9111.0,1
38.33,49.18,519.34,9111.0,1
38.34,49.09,519.39,9111.0,1
38.35,49.14,518.96,9111.0,1
38.33,49.18,518.79,9111.0,1
38.34,49.08,518.97,9111.0,1
38.31,49.05,519.01,9137.0,1
38.35,49.05,518.67,9137.0,1
38.35,49.17,518.85,9120.0,1
38.33,49.1,519.37,9120.0,1
38.34,49.09,519.61,9120.0,1
38.35,49.17,520.05,9120.0,1
38.34,49.13,520.08,9120.0,1
38.34,49.08,519.77,9129.0,1
38.35,49.02,519.69,9129.0,1
38.35,49.15,519.75,9129.0,1
38.33,49.09,520.45,9129.0,1
38.33,49.09,520.85,9129.0,1
38.35,49.11,520.37,9129.0,1
38.34,49.21,520.05,9113.0,1
38.34,49.18,519.79,9138.0,1
38.35,49.17,519.1,9138.0,1
38.34,49.16,519.09,9138.0,1
38.35,49.19,518.85,9138.0,1
38.33,49.1,518.44,9138.0,1
38.35,49.11,518.36,9122.0,1
38.35,49.21,518.09,9122.0,1
38.4,49.18,518.22,9147.0,1
38.34,49.18,518.49,9147.0,1
38.35,49.22,518.39,9147.0,1
38.37,49.17,518.08,9131.0,1
38.38,49.18,517.88,9131.0,1
38.35,49.32,517.88,9114.0,1
38.37,49.31,517.74,9140.0,1
38.37,49.29,517.53,9123.0,1
38.34,49.16,517.55,9107.0,1
38.38,49.27,517.5,9116.0,1
38.37,49.25,517.4,9116.0,1
38.35,49.19,517.12,9100.0,1
38.37,49.19,517.17,9109.0,1
38.37,49.19,517.05,9092.0,1
38.37,49.14,517.07,9076.0,1
38.35,49.19,517.19,9101.0,1
38.38,49.18,517.16,9085.0,1
38.38,49.25,517.36,9068.0,1
38.37,49.21,517.45,9077.0,1
38.37,49.04,517.14,9077.0,1
38.38,49.07,517.09,9086.0,1
38.4,49.08,517.15,9070.0,1
38.41,49.1,517.08,9070.0,1
38.37,49.08,517.04,9079.0,1
38.4,49.11,517.02,9063.0,1
38.38,49.11,516.74,9063.0,1
38.38,49.1,517.11,9046.0,1
38.41,49.16,516.8,9046.0,1
38.4,49.2,516.57,9055.0,1
38.38,49.1,516.85,9055.0,1
38.37,49.1,516.76,9039.0,1
38.41,49.22,516.96,9022.0,1
38.38,49.1,516.95,9048.0,1
38.41,49.0,517.11,9031.0,1
38.38,48.97,517.22,9031.0,1
38.38,49.0,517.52,9015.0,1
38.4,49.01,517.95,9040.0,1
38.37,49.04,518.07,9040.0,1
38.4,49.04,518.43,9024.0,1
38.42,49.0,518.5,9024.0,1
38.4,48.96,518.78,9024.0,1
38.41,48.94,519.04,9024.0,1
38.38,49.06,519.29,9007.0,1
38.41,48.96,519.04,9033.0,1
38.4,48.99,519.01,9033.0,1
38.4,49.1,519.48,9033.0,1
38.41,48.93,518.98,9016.0,1
38.41,49.03,519.15,9016.0,1
38.4,49.06,519.28,9016.0,1
38.38,49.0,519.14,9016.0,1
38.4,48.92,518.94,9016.0,1
38.41,48.97,519.32,9000.0,1
38.41,49.0,519.22,9000.0,1
38.4,48.94,518.92,9000.0,1
38.38,48.98,518.77,9000.0,1
38.38,49.06,518.39,9026.0,1
38.41,49.14,517.83,9026.0,1
38.4,49.04,517.87,9009.0,1
38.4,49.01,517.88,9009.0,1
38.42,49.16,518.14,9009.0,1
38.41,49.09,518.11,9009.0,1
38.4,49.13,517.63,8993.0,1
38.41,49.2,517.18,8993.0,1
38.42,49.05,517.25,8993.0,1
38.4,48.96,517.14,8993.0,1
38.42,49.0,516.18,8976.0,1
38.4,49.0,516.02,8976.0,1
38.4,48.86,515.6,9002.0,1
38.4,49.01,515.49,8985.0,1
38.4,48.96,515.47,8985.0,1
38.41,48.87,515.01,8985.0,1
38.41,48.86,514.84,8985.0,1
38.41,48.84,514.29,8985.0,1
38.4,48.83,513.95,8985.0,1
38.41,48.9,513.77,8985.0,1
38.41,48.94,513.77,8976.0,1
38.37,48.94,513.68,8976.0,1
38.41,48.96,513.44,8976.0,1
38.41,48.94,513.57,8993.0,1
38.4,48.89,513.49,8993.0,1
38.38,48.87,512.92,9009.0,1
38.41,48.84,513.08,8984.0,1
38.4,48.81,513.35,9000.0,1
38.41,48.84,513.45,9000.0,1
38.4,48.87,513.61,9000.0,1
38.37,48.91,513.12,9016.0,1
38.4,48.92,513.29,9033.0,1
38.41,48.9,513.33,9007.0,1
38.38,48.91,512.8,9024.0,1
38.4,48.89,512.63,9040.0,1
38.4,48.94,512.33,9015.0,1
38.38,48.98,512.1,9031.0,1
38.42,48.95,512.03,9048.0,1
38.4,48.97,512.24,9039.0,1
38.4,48.89,512.25,9055.0,1
38.41,48.87,512.24,9072.0,1
38.4,48.8,512.46,9088.0,1
38.4,48.83,512.71,9063.0,1
38.41,48.93,512.69,9079.0,1
38.41,49.1,512.24,9095.0,1
38.41,49.01,512.49,9086.0,1
38.41,48.99,512.66,9103.0,1
38.42,48.92,512.76,9119.0,1
38.38,48.93,512.52,9110.0,1
38.42,49.06,512.66,9127.0,1
38.41,48.96,512.74,9127.0,1
38.41,48.9,512.38,9118.0,1
38.42,49.09,512.22,9134.0,1
38.41,48.93,512.28,9151.0,1
38.44,49.01,512.09,9151.0,1
38.4,49.06,512.17,9141.0,1
38.4,49.04,511.93,9141.0,1
38.4,48.99,512.07,9158.0,1
38.4,49.01,512.1,9158.0,1
38.41,48.96,511.95,9158.0,1
38.4,48.92,511.68,9174.0,1
38.4,49.0,511.24,9174.0,1
38.38,48.81,510.96,9149.0,1
38.4,48.87,511.29,9149.0,1
38.41,48.96,511.01,9165.0,1
38.41,48.99,511.04,9165.0,1
38.38,48.9,510.92,9165.0,1
38.41,48.84,511.46,9165.0,1
38.41,48.9,511.64,9165.0,1
38.4,48.94,511.52,9165.0,1
38.41,48.86,511.64,9165.0,1
38.41,48.82,511.55,9182.0,1
38.4,48.74,511.43,9165.0,1
38.41,48.72,511.75,9165.0,1
38.42,48.73,511.87,9165.0,1
38.4,48.8,511.99,9165.0,1
38.4,48.87,512.14,9165.0,1
38.41,48.83,512.17,9165.0,1
38.4,48.83,511.67,9191.0,1
38.42,48.86,511.73,9191.0,1
38.42,48.95,511.3,9174.0,1
38.4,48.71,511.15,9174.0,1
38.41,48.82,511.22,9174.0,1
38.41,48.9,511.67,9174.0,1
38.4,48.6,511.91,9158.0,1
38.41,48.59,512.03,9158.0,1
38.4,48.73,512.07,9158.0,1
38.42,48.73,512.18,9158.0,1
38.4,48.7,512.41,9141.0,1
38.35,48.4,512.45,9167.0,1
38.4,48.49,513.17,9151.0,1
38.4,48.59,513.18,9151.0,1
38.38,48.57,513.53,9151.0,1
38.4,48.54,513.17,9134.0,1
38.38,48.64,513.03,9134.0,1
38.4,48.73,512.54,9118.0,1
38.4,48.79,512.38,9127.0,1
38.4,48.81,511.83,9127.0,1
38.35,48.48,511.43,9110.0,1
38.37,48.43,511.47,9094.0,1
38.38,48.43,511.78,9119.0,1
38.4,48.63,511.74,9103.0,1
38.38,48.5,512.03,9086.0,1
38.37,48.4,512.34,9086.0,1
38.38,48.56,512.55,9095.0,1
38.38,48.59,512.73,9095.0,1
38.38,48.63,512.74,9095.0,1
38.37,48.7,512.08,9079.0,1
38.37,48.41,512.53,9079.0,1
38.4,48.47,512.47,9079.0,1
38.4,48.5,512.06,9079.0,1
38.37,48.38,511.92,9079.0,1
38.37,48.4,512.23,9095.0,1
38.37,48.64,512.26,9070.0,1
38.4,48.67,512.44,9086.0,1
38.37,48.73,512.71,9086.0,1
38.35,48.77,512.22,9103.0,1
38.37,48.78,511.69,9094.0,1
38.38,48.79,511.85,9094.0,1
38.38,48.86,511.8,9110.0,1
38.4,48.73,512.02,9101.0,1
38.4,48.77,512.25,9101.0,1
38.37,48.82,512.38,9118.0,1
38.38,48.87,512.63,9134.0,1
38.37,48.85,511.92,9109.0,1
38.37,48.82,511.86,9125.0,1
38.37,48.85,512.11,9125.0,1
38.37,48.85,512.03,9141.0,1
38.37,48.85,512.05,9132.0,1
38.37,48.84,512.55,9132.0,1
38.37,48.75,512.21,9149.0,1
38.37,48.74,512.44,9165.0,1
38.35,48.74,512.93,9156.0,1
38.37,48.75,512.5,9173.0,1
38.38,48.74,512.46,9189.0,1
38.37,48.88,512.01,9164.0,1
38.35,48.85,512.42,9180.0,1
38.35,48.77,512.57,9197.0,1
38.35,48.9,512.05,9213.0,1
38.35,48.86,512.16,9188.0,1
38.35,48.7,511.97,9204.0,1
38.38,48.71,511.67,9220.0,1
38.34,48.72,511.39,9220.0,1
38.35,48.64,511.33,9211.0,1
38.37,48.75,511.25,9211.0,1
38.35,48.82,511.73,9211.0,1
38.34,48.67,511.42,9228.0,1
38.35,48.68,511.32,9228.0,1
38.35,48.65,511.0,9244.0,1
38.35,48.65,510.64,9228.0,1
38.34,48.68,510.38,9244.0,1
38.35,48.68,510.19,9228.0,1
38.34,48.78,509.65,9228.0,1
38.34,48.84,509.5,9228.0,1
38.38,48.86,509.83,9253.0,1
38.34,48.72,509.91,9237.0,1
38.34,48.76,509.6,9237.0,1
38.34,48.82,509.47,9220.0,1
38.35,48.77,509.61,9246.0,1
38.34,48.78,509.66,9229.0,1
38.34,48.78,509.29,9229.0,1
38.34,48.79,509.08,9229.0,1
38.34,48.74,508.93,9213.0,1
38.35,48.75,509.25,9213.0,1
38.33,48.74,509.33,9213.0,1
38.34,48.82,509.43,9238.0,1
38.35,48.86,509.61,9238.0,1
38.33,48.75,509.43,9213.0,1
38.35,48.86,509.51,9213.0,1
38.34,48.86,509.82,9229.0,1
38.37,48.92,509.88,9229.0,1
38.34,48.93,509.76,9246.0,1
38.33,48.93,509.57,9246.0,1
38.34,48.89,509.78,9246.0,1
38.33,48.88,509.64,9246.0,1
38.37,48.85,509.61,9262.0,1
38.33,48.81,509.29,9262.0,1
38.35,48.84,509.25,9262.0,1
38.35,48.85,509.25,9279.0,1
38.34,48.93,508.97,9279.0,1
38.33,48.92,508.94,9279.0,1
38.34,48.95,509.46,9295.0,1
38.35,48.72,509.0,9295.0,1
38.34,48.81,508.41,9295.0,1
38.34,48.89,508.53,9295.0,1
38.34,48.76,508.68,9295.0,1
38.34,48.74,508.29,9295.0,1
38.35,48.75,508.58,9295.0,1
38.34,48.49,508.86,9295.0,1
38.35,48.54,509.15,9295.0,1
38.34,48.74,509.24,9295.0,1
38.37,48.8,509.61,9295.0,1
38.35,48.78,509.0,9295.0,1
38.33,48.76,508.67,9295.0,1
38.35,48.65,508.4,9295.0,1
38.35,48.59,508.37,9295.0,1
38.34,48.48,507.81,9295.0,1
38.34,48.51,507.59,9312.0,1
38.34,48.62,507.53,9312.0,1
38.34,48.65,507.64,9312.0,1
38.35,48.68,507.76,9286.0,1
38.34,48.75,508.16,9286.0,1
38.38,48.63,508.48,9286.0,1
38.34,48.62,508.47,9286.0,1
38.33,48.55,508.34,9286.0,1
38.37,48.56,508.2,9286.0,1
38.35,48.55,507.89,9286.0,1
38.35,48.58,507.84,9286.0,1
38.34,48.58,507.88,9286.0,1
38.33,48.63,508.08,9286.0,1
38.34,48.61,508.39,9286.0,1
38.34,48.64,508.37,9286.0,1
38.34,48.69,508.15,9286.0,1
38.37,48.64,508.02,9286.0,1
38.35,48.7,508.03,9286.0,1
38.35,48.75,508.4,9286.0,1
38.34,48.69,508.2,9270.0,1
38.33,48.66,508.63,9270.0,1
38.34,48.68,508.52,9270.0,1
38.37,48.7,508.83,9270.0,1
38.35,48.7,508.5,9270.0,1
38.34,48.69,508.15,9270.0,1
38.34,48.78,508.26,9270.0,1
38.35,48.77,508.7,9279.0,1
38.33,48.75,508.77,9279.0,1
38.35,48.78,509.01,9279.0,1
38.35,48.79,508.56,9262.0,1
38.35,48.84,508.8,9262.0,1
38.35,48.91,508.86,9262.0,1
38.37,48.95,508.71,9262.0,1
38.34,48.96,508.98,9246.0,1
38.34,48.93,508.76,9246.0,1
38.37,48.91,508.8,9246.0,1
38.35,48.86,508.89,9229.0,1
38.37,48.9,508.82,9229.0,1
38.35,48.79,508.91,9238.0,1
38.35,48.9,509.14,9238.0,1
38.37,49.08,509.07,9222.0,1
38.34,48.95,509.55,9222.0,1
38.35,48.71,509.48,9222.0,1
38.34,48.67,508.9,9206.0,1
38.35,48.9,508.84,9206.0,1
38.35,49.01,509.28,9189.0,1
38.34,48.89,508.8,9189.0,1
38.38,48.93,508.83,9173.0,1
38.38,48.93,508.8,9173.0,1
38.37,48.95,508.52,9182.0,1
38.37,49.0,508.33,9182.0,1
38.37,48.98,508.03,9165.0,1
38.38,49.0,508.81,9149.0,1
38.37,49.0,508.72,9149.0,1
38.33,49.01,508.82,9132.0,1
38.37,48.87,509.3,9132.0,1
38.35,48.84,508.84,9132.0,1
38.37,48.81,508.87,9141.0,1
38.35,48.91,508.76,9116.0,1
38.37,48.92,508.82,9116.0,1
38.37,48.94,509.0,9116.0,1
38.37,48.95,509.0,9116.0,1
38.4,48.93,509.09,9116.0,1
38.35,49.04,509.36,9116.0,1
38.37,48.98,509.82,9132.0,1
38.38,48.98,509.87,9132.0,1
38.38,48.86,510.44,9132.0,1
38.37,48.91,510.82,9132.0,1
38.37,48.95,511.13,9149.0,1
38.38,48.97,511.4,9149.0,1
38.38,48.96,511.38,9140.0,1
38.4,48.92,511.49,9140.0,1
38.37,48.91,511.76,9156.0,1
38.35,48.81,511.52,9156.0,1
38.37,48.9,511.32,9173.0,1
38.35,48.99,510.91,9173.0,1
38.37,48.94,510.46,9164.0,1
38.37,48.9,510.0,9180.0,1
38.38,48.97,510.24,9180.0,1
38.38,48.86,510.6,9171.0,1
38.35,48.75,510.5,9188.0,1
38.37,48.7,510.69,9204.0,1
38.34,48.61,511.35,9195.0,1
38.35,48.75,511.0,9211.0,1
38.35,48.71,511.38,9202.0,1
38.38,48.68,511.3,9219.0,1
38.37,48.78,511.16,9235.0,1
38.35,48.85,510.95,9226.0,1
38.38,48.79,510.33,9243.0,1
38.35,48.64,510.66,9259.0,1
38.4,48.5,510.53,9259.0,1
38.35,48.55,510.13,9259.0,1
38.38,48.64,510.5,9250.0,1
38.37,48.64,510.45,9250.0,1
38.37,48.64,510.46,9250.0,1
38.35,48.74,510.9,9250.0,1
38.38,48.73,510.95,9250.0,1
38.41,48.59,511.04,9250.0,1
38.37,48.7,510.39,9250.0,1
38.37,48.67,510.25,9234.0,1
38.38,48.68,510.24,9259.0,1
38.37,48.65,509.96,9243.0,1
38.38,48.59,509.8,9243.0,1
38.38,48.6,510.1,9226.0,1
38.38,48.6,509.96,9210.0,1
38.38,48.57,510.04,9235.0,1
38.38,48.63,510.37,9219.0,1
38.4,48.74,510.01,9202.0,1
38.38,48.57,509.92,9211.0,1
38.38,48.54,509.55,9195.0,1
38.38,48.41,508.94,9179.0,1
38.38,48.4,508.93,9188.0,1
38.38,48.46,508.65,9171.0,1
38.35,48.58,508.83,9155.0,1
38.37,48.56,508.47,9138.0,1
38.4,48.52,508.3,9147.0,1
38.4,48.49,508.32,9131.0,1
38.38,48.59,507.84,9114.0,1
38.37,48.51,507.45,9123.0,1
38.38,48.57,507.63,9107.0,1
38.38,48.66,508.1,9091.0,1
38.38,48.66,507.7,9100.0,1
38.4,48.67,507.63,9083.0,1
38.38,48.67,507.41,9067.0,1
38.41,48.72,507.5,9076.0,1
38.4,48.71,507.25,9059.0,1
38.4,48.8,506.97,9026.0,1
38.38,48.81,506.72,9035.0,1
38.38,48.83,506.37,9019.0,1
38.4,48.73,506.59,9003.0,1
38.41,48.75,506.27,9012.0,1
38.38,48.79,506.12,8995.0,1
38.38,48.77,505.65,8979.0,1
38.41,48.8,505.54,8988.0,1
38.41,48.77,505.6,8971.0,1
38.35,48.68,505.69,8980.0,1
38.37,48.48,505.53,8947.0,1
38.41,48.52,505.53,8957.0,1
38.4,48.54,505.32,8949.0,1
38.4,48.69,505.46,8916.0,1
38.4,48.71,505.43,8925.0,1
38.41,48.65,505.8,8918.0,1
38.4,48.64,505.36,8901.0,1
38.38,48.64,505.25,8885.0,1
38.28,48.3,505.29,8894.0,1
38.37,48.2,505.53,8878.0,1
38.35,48.27,505.29,8887.0,1
38.37,48.4,505.43,8870.0,1
38.38,48.43,505.26,8863.0,1
38.4,48.42,505.84,8846.0,1
38.38,48.46,505.51,8839.0,1
38.38,48.53,505.1,8848.0,1
38.4,48.54,505.36,8841.0,1
38.41,48.6,505.29,8833.0,1
38.4,48.56,504.89,8809.0,1
38.37,48.48,505.08,8802.0,1
38.4,48.63,505.07,8795.0,1
38.38,48.64,505.26,8804.0,1
38.38,48.61,505.12,8796.0,1
38.4,48.66,505.05,8789.0,1
38.38,48.71,504.88,8772.0,1
38.41,48.72,504.69,8765.0,1
38.4,48.79,504.9,8758.0,1
38.42,48.83,504.34,8741.0,1
38.41,48.68,504.42,8767.0,1
38.41,48.57,503.9,8767.0,1
38.44,48.78,504.54,8783.0,1
38.41,48.72,504.49,8774.0,1
38.4,48.76,504.62,8781.0,1
38.42,48.79,504.67,8789.0,1
38.41,48.83,504.91,8813.0,1
38.41,48.65,505.02,8811.0,1
38.42,48.56,505.09,8809.0,1
38.42,48.66,505.24,8817.0,1
38.42,48.53,505.21,8815.0,1
38.44,48.49,505.34,8823.0,1
38.42,48.59,505.54,8830.0,1
38.42,48.59,505.61,8812.0,1
38.42,48.65,505.76,8819.0,1
38.44,48.68,506.04,8836.0,1
38.44,48.71,505.73,8827.0,1
38.44,48.72,505.99,8843.0,1
38.42,48.65,506.17,8834.0,1
38.41,48.63,506.07,8851.0,1
38.42,48.76,505.86,8841.0,1
38.42,48.7,505.38,8858.0,1
38.42,48.79,505.0,8849.0,1
38.46,48.78,505.35,8865.0,1
38.41,48.63,505.86,8856.0,1
38.44,48.64,506.43,8856.0,1
38.44,48.59,506.64,8873.0,1
38.44,48.65,506.17,8889.0,1
38.42,48.45,506.6,8889.0,1
38.42,48.58,506.15,8864.0,1
38.46,48.64,506.39,8864.0,1
38.44,48.62,506.07,8864.0,1
38.46,48.69,506.25,8864.0,1
38.44,48.59,506.56,8864.0,1
38.41,48.54,506.19,8873.0,1
38.46,48.52,506.93,8856.0,1
38.42,48.53,506.99,8873.0,1
38.44,48.57,506.85,8847.0,1
38.47,48.7,506.66,8847.0,1
38.47,48.6,506.64,8847.0,1
38.42,48.6,507.04,8864.0,1
38.46,48.55,507.09,8855.0,1
38.46,48.65,506.84,8855.0,1
38.46,48.65,506.99,8871.0,1
38.46,48.61,506.37,8871.0,1
38.47,48.64,505.87,8855.0,1
38.44,48.49,505.96,8880.0,1
38.47,48.53,505.95,8864.0,1
38.47,48.64,505.9,8864.0,1
38.49,48.55,505.85,8847.0,1
38.47,48.47,505.74,8856.0,1
38.49,48.5,506.42,8840.0,1
38.49,48.41,506.34,8841.0,1
38.49,48.4,506.64,8801.0,1
38.49,48.41,506.76,8794.0,1
38.47,48.4,506.69,8803.0,1
38.47,48.44,506.91,8803.0,1
38.5,48.4,506.66,8803.0,1
38.49,48.46,507.14,8812.0,1
38.49,48.54,507.34,8795.0,1
38.5,48.44,507.49,8788.0,1
38.46,48.37,508.06,8772.0,1
38.5,48.47,507.89,8797.0,1
38.5,48.5,507.37,8781.0,1
38.5,48.46,507.3,8773.0,1
38.49,48.27,507.22,8799.0,1
38.49,48.33,507.74,8799.0,1
38.51,48.3,507.68,8790.0,1
38.47,48.31,507.54,8797.0,1
38.5,48.29,507.58,8830.0,1
38.5,48.25,507.93,8821.0,1
38.53,48.29,507.9,8797.0,1
38.5,48.32,508.1,8766.0,1
38.5,48.3,508.17,8733.0,1
38.51,48.26,508.69,8733.0,1
38.53,48.18,508.98,8757.0,1
38.51,48.15,508.78,8700.0,1
38.54,48.19,509.03,8623.0,1
38.54,48.05,508.61,8584.0,1
38.53,48.06,508.62,8632.0,1
38.5,48.09,508.5,8735.0,1
38.53,48.06,508.45,8836.0,1
38.53,48.1,508.43,8880.0,1
38.53,48.14,509.28,8902.0,1
38.54,48.12,509.03,8901.0,1
38.55,48.15,508.72,8908.0,1
38.53,48.28,508.75,8925.0,1
38.54,48.22,508.96,8932.0,1
38.53,48.26,508.99,8948.0,1
38.54,48.23,508.76,8939.0,1
38.5,48.21,508.77,8947.0,1
38.55,48.19,508.3,8963.0,1
38.54,48.23,508.07,8954.0,1
38.54,48.23,507.96,8987.0,1
38.55,48.22,507.77,8978.0,1
38.53,48.23,508.04,9011.0,1
38.55,48.18,507.54,9002.0,1
38.55,48.21,507.25,9035.0,1
38.57,48.24,506.79,9026.0,1
38.57,48.15,506.65,9059.0,1
38.57,47.86,506.8,9050.0,1
38.57,47.6,506.75,9082.0,1
38.54,47.74,506.94,9073.0,1
38.55,47.92,506.91,9090.0,1
38.57,47.94,506.93,9081.0,1
38.58,48.09,506.83,9097.0,1
38.55,47.74,506.79,9097.0,1
38.57,47.74,506.75,9114.0,1
38.61,47.96,506.87,9130.0,1
38.6,48.14,506.98,9130.0,1
38.6,48.14,506.87,9130.0,1
38.6,48.06,506.54,9130.0,1
38.61,48.03,506.34,9130.0,1
38.6,48.0,506.11,9139.0,1
38.61,47.83,506.12,9124.0,1
38.58,47.84,505.98,9108.0,1
38.58,47.88,506.08,9091.0,1
38.61,47.94,506.22,9091.0,1
38.64,47.96,506.35,9132.0,1
38.61,47.93,506.26,9148.0,1
38.61,47.94,505.84,9157.0,1
38.61,47.98,505.66,9190.0,1
38.6,47.94,505.54,9197.0,1
38.61,47.86,505.54,9205.0,1
38.61,47.79,505.43,9212.0,1
38.61,47.93,505.82,9236.0,1
38.62,47.89,505.61,9244.0,1
38.61,47.9,505.31,9260.0,1
38.62,47.98,504.47,9251.0,1
38.61,48.0,504.63,9284.0,1
38.61,48.03,504.73,9284.0,1
38.64,48.03,504.21,9275.0,1
38.65,48.01,503.92,9291.0,1
38.61,48.02,503.53,9308.0,1
38.62,48.03,503.74,9299.0,1
38.61,48.02,504.48,9315.0,1
38.61,47.39,504.41,9331.0,1
38.6,47.5,504.37,9331.0,1
38.64,47.37,504.44,9348.0,1
38.65,47.55,504.3,9339.0,1
38.65,47.78,504.14,9339.0,1
38.65,47.81,504.02,9355.0,1
38.65,47.81,503.98,9355.0,1
38.62,47.9,504.53,9355.0,1
38.67,47.84,504.2,9372.0,1
38.67,47.83,504.1,9372.0,1
38.65,47.79,504.04,9372.0,1
38.67,47.8,504.02,9388.0,1
38.68,47.7,504.16,9388.0,1
38.67,47.72,504.29,9388.0,1
38.68,47.87,504.02,9388.0,1
38.68,47.85,503.44,9405.0,1
38.68,47.87,502.79,9405.0,1
38.68,47.91,502.56,9405.0,1
38.68,47.87,502.58,9421.0,1
38.7,47.94,502.55,9421.0,1
38.68,47.94,502.59,9437.0,1
38.7,47.93,502.36,9437.0,1
38.71,47.96,501.99,9454.0,1
38.7,47.87,501.77,9470.0,1
38.7,47.78,501.99,9461.0,1
38.68,47.87,502.2,9461.0,1
38.71,47.92,502.66,9478.0,1
38.7,47.89,502.35,9478.0,1
38.71,47.87,502.28,9478.0,1
38.71,47.9,501.9,9478.0,1
38.71,47.89,502.49,9478.0,1
38.71,47.93,502.46,9494.0,1
38.71,47.87,502.44,9478.0,1
38.74,47.88,502.08,9478.0,1
38.72,47.94,502.16,9478.0,1
38.71,47.96,501.54,9478.0,1
38.72,47.93,501.83,9520.0,1
38.74,47.92,501.59,9503.0,1
38.75,47.89,501.81,9503.0,1
38.75,47.89,502.34,9503.0,1
38.72,47.93,502.4,9503.0,1
38.77,47.95,502.59,9503.0,1
38.75,48.0,502.72,9512.0,1
38.75,47.95,502.53,9512.0,1
38.75,47.96,502.72,9512.0,1
38.77,47.98,502.42,9496.0,1
38.77,47.95,502.42,9521.0,1
38.74,48.05,502.42,9505.0,1
38.75,48.02,502.21,9505.0,1
38.77,47.99,501.65,9488.0,1
38.77,48.08,501.3,9488.0,1
38.79,48.11,500.78,9514.0,1
38.77,48.15,500.85,9514.0,1
38.75,48.1,500.58,9497.0,1
38.78,48.14,500.05,9497.0,1
38.78,48.18,500.0,9481.0,1
38.77,48.12,499.55,9481.0,1
38.77,48.14,499.11,9507.0,1
38.81,48.16,498.74,9490.0,1
38.77,48.09,498.77,9490.0,1
38.78,48.07,498.66,9474.0,1
38.79,47.97,498.88,9483.0,1
38.77,47.98,498.51,9483.0,1
38.81,47.96,498.4,9466.0,1
38.78,47.99,497.66,9475.0,1
38.83,47.96,497.76,9475.0,1
38.81,47.87,497.37,9459.0,1
38.81,47.86,497.07,9468.0,1
38.79,47.87,497.28,9451.0,1
38.81,47.8,497.52,9435.0,1
38.79,47.87,497.47,9444.0,1
38.79,47.94,497.37,9444.0,1
38.81,47.96,497.3,9428.0,1
38.79,47.74,497.23,9437.0,1
38.79,47.57,497.03,9420.0,1
38.82,47.6,496.66,9404.0,1
38.81,47.74,496.87,9413.0,1
38.81,47.68,497.01,9396.0,1
38.79,47.72,497.04,9380.0,1
38.81,47.63,496.8,9405.0,1
38.82,47.53,497.03,9389.0,1
38.81,47.47,497.13,9372.0,1
38.81,47.33,497.43,9398.0,1
38.81,47.57,497.24,9382.0,1
38.81,47.59,497.09,9365.0,1
38.81,47.37,496.92,9374.0,1
38.82,47.42,496.6,9358.0,1
38.82,47.27,496.32,9341.0,1
38.81,47.24,496.28,9350.0,1
38.81,47.44,496.74,9334.0,1
38.81,47.54,497.26,9317.0,1
38.81,47.39,496.71,9326.0,1
38.81,47.49,497.24,9310.0,1
38.79,47.43,497.33,9294.0,1
38.81,47.42,497.39,9286.0,1
38.81,47.2,497.17,9279.0,1
38.81,47.13,496.27,9271.0,1
38.79,46.96,496.82,9264.0,1
38.83,47.11,496.72,9240.0,1
38.79,47.33,496.54,9233.0,1
38.81,47.32,496.35,9225.0,1
38.81,47.42,496.31,9178.0,1
38.83,47.28,496.0,9117.0,1
38.79,47.26,496.12,9016.0,1
38.78,47.11,495.72,8931.0,1
38.79,47.24,496.17,8870.0,1
38.77,47.05,495.84,8824.0,1
38.77,47.0,496.3,8778.0,1
38.78,46.9,496.2,8734.0,1
38.79,47.01,496.48,8687.0,1
38.78,47.1,496.91,8682.0,1
38.78,47.14,496.77,8676.0,1
38.79,47.33,496.98,8646.0,1
38.81,47.26,497.07,8626.0,1
38.79,47.21,497.15,8587.0,1
38.78,47.23,497.18,8563.0,1
38.79,46.8,497.45,8572.0,1
38.79,46.81,497.49,8596.0,1
38.75,46.74,497.28,8611.0,1
38.79,46.99,497.21,8618.0,1
38.79,47.17,497.36,8609.0,1
38.79,47.24,497.38,8641.0,1
38.78,47.23,497.47,8679.0,1
38.77,47.15,497.11,8694.0,1
38.78,47.27,496.94,8700.0,1
38.79,47.24,496.77,8755.0,1
38.79,47.18,497.02,8808.0,1
38.78,47.21,497.04,8860.0,1
38.78,47.2,497.09,8930.0,1
38.79,47.33,497.41,8927.0,1
38.77,47.28,497.17,8925.0,1
38.79,47.21,497.24,8916.0,1
38.81,47.22,497.31,8916.0,1
38.78,47.17,497.67,8891.0,1
38.77,47.27,498.07,8907.0,1
38.78,47.37,498.17,8865.0,1
38.79,47.3,498.14,8858.0,1
38.78,47.24,497.64,8836.0,1
38.77,47.24,497.36,8766.0,1
38.75,47.22,497.2,8679.0,1
38.79,47.37,496.84,8648.0,1
38.79,47.26,496.24,8687.0,1
38.75,47.22,496.14,8758.0,1
38.78,47.04,495.85,8791.0,1
38.75,47.24,496.02,8762.0,1
38.78,47.31,496.0,8690.0,1
38.78,47.24,496.35,8659.0,1
38.75,47.15,496.62,8714.0,1
38.75,46.97,496.01,8799.0,1
38.77,46.77,495.69,8861.0,1
38.78,47.04,496.2,8892.0,1
38.77,47.13,495.47,8892.0,1
38.75,47.16,495.4,8900.0,1
